permno,full_name,Beg_Dat,gvkey,sic,industry,LastPrice,In_Reduced,datadate,prcc_f,mkvalt,bkvlps,epspx,at,ni,btm,etm
13507,AMERICAN NATIONAL GROUP INC,1972-12-14,1526,6311,"Life Insurance",93.4599990844727,0,2020-12-31,96.12,2584.37844,240.2005,17.39,29467.815,467.505,2.57008883322262,0.186068908306775
15580,ATLANTIC AMERICAN CORP,1972-12-14,16671,6321,"Accident and Health Insurance",2.07800006866455,0,2020-12-31,2.06,42.0549,7.1029,0.58,405.187,12.169,3.41814233171068,0.279114523982063
24328,EQT CORP,1950-06-05,4430,4923,"Natural Gas Transmis and Distr",13.9099998474121,1,2020-12-31,12.71,3537.76495,33.251,-3.71,18113.469,-967.166,2.39043855965147,-0.266714596743165
26607,BIGLARI HOLDINGS INC,1972-12-14,3424,5812,"Eating Places",124.430000305176,1,2020-12-31,111.2,69.0552,909.5459,-110.05,1017.968,-37.989,7.30969941147035,-0.884433012377178
28345,MURPHY OIL CORP,1962-01-02,7620,1311,"Crude Petroleum and Natural Gs",12.1599998474121,1,2020-12-31,12.1,1858.5479,27.4373,-7.43,10620.852,-1148.777,2.25635693620829,-0.611019744509393
34673,NEWPARK RESOURCES,1962-07-02,7882,5160,"Chemicals and Allied Pds-Whsl",1.95000004768372,0,2020-12-31,1.92,174.34944,5.3744,-0.89,709.192,-80.696,2.75610249670707,-0.45641024524957
47723,KIMBARK OIL & GAS-OLD,1981-06-04,19129,1220,"Bituminous Coal, Lignite Mng",1.02999997138977,0,2020-12-31,1.47,44.9967,6.0523,-0.2,384.13,-6.22,5.87601958069347,-0.194174762675131
49015,LINCOLN NATIONAL CORP,1969-08-20,6742,6311,"Life Insurance",49.7400016784668,1,2020-12-31,50.31,9676.1223,118.0211,2.58,365948,499,2.37276027377163,0.0518697208069641
50550,TUTOR PERINI CORP,1970-05-12,8486,1540,"Gen Bldg Contractors-Nonres",13.4399995803833,1,2020-12-31,12.95,658.20965,30.5715,2.14,5045.617,108.394,2.27466524958985,0.159226195447468
50606,TIDEWATER INC,1970-05-19,10565,4400,"Water Transportation",8.71000003814697,1,2020-12-31,8.64,351.6912,20.1969,-4.86,1251.177,-196.242,2.31881744104984,-0.557979331654969
