permno,full_name,Beg_Dat,gvkey,sic,industry,LastPrice,In_Reduced,datadate,prcc_f,mkvalt,bkvlps,epspx,at,ni,roe,dte,btm,etm
11644,COMSTOCK RESOURCES INC -OLD,1987-08-28,23002,1311,"Crude Petroleum and Natural Gs",8.09000015258789,1,2014-12-31,6.81,319.10298,18.5725,-1.24,2274.337,-57.111,-0.0656243105603765,1.6133634082218,2.29573543259562,-0.153275646058343
12358,BIMI INTERNATIONAL MEDCL INC,2010-10-04,152109,5122,"Drugs and Proprietary-Whsl",0.509999990463257,1,2020-12-31,1.67,22.13585,1.2607,-0.36,33.202,-1.997,-0.119509275882705,0.976002393776182,2.47196083053815,-0.705882366140821
26607,BIGLARI HOLDINGS INC,1972-12-14,3424,5812,"Eating Places",142.570007324219,1,2020-12-31,111.2,69.0552,909.5459,-110.05,1017.968,-37.989,-0.0672576430346937,0.802261927524839,6.37964405747415,-0.771901482404605
34666,CALADRIUS BIOSCIENCES INC,1981-04-09,4632,2836,"Biological Pds, Ex Diagnstics",0.841600000858307,1,2020-12-31,1.43,27.71054,1.677,-0.53,36.002,-8.15,-0.250800098473658,0.115706548498277,1.99263307781572,-0.629752851068772
50550,TUTOR PERINI CORP,1970-05-12,8486,1540,"Gen Bldg Contractors-Nonres",12.3699998855591,1,2020-12-31,12.95,658.20965,30.5715,2.14,5045.617,108.394,0.0697580728201326,2.25418056756868,2.47142281995407,0.172999193193063
56822,NATIONAL WESTERN LIFE GROUP,1972-12-14,17073,6311,"Life Insurance",214.440002441406,1,2020-12-31,206.44,750.61584,698.5011,25.39,14648.27,92.312,0.0363468845358795,4.76760311054238,3.25732648781731,0.118401416297958
63773,TELEPHONE & DATA SYSTEMS INC,1981-12-15,10411,4812,"Radiotelephone Communication",20.1499996185303,1,2020-12-31,18.57,2116.98,42.1404,1.97,12525,226,0.0470441298917569,1.44088259783514,2.09133502718516,0.0977667512305237
65752,TEAM INC,1980-10-07,10353,8734,"Testing Laboratories",1.0900000333786,0,2020-12-31,10.9,336.5266,6.9509,-7.74,730.975,-237.203,-1.10531073656939,2.40617325946049,6.37697228178495,-7.10091721374434
75069,INCOME OPPORTUNITY RLTY INVS,1987-05-20,12956,6162,"Mortgage Bankers and Loan Corr",12.2600002288818,0,2020-12-31,11.34,47.26512,25.0614,1.01,104.468,4.214,0.040342345102244,0.000114880906793291,2.04415983133189,0.082381727662669
77973,UNICO AMERICAN CORP,1978-01-26,10832,6331,"Fire, Marine, Casualty Ins",3.44000005722046,1,2020-12-31,4.55,24.13775,6.6038,-4.05,131.901,-21.491,-0.613450175548768,2.76505009562413,1.91970927039342,-1.17732556181189
