permno,full_name,Beg_Dat,gvkey,sic,industry,LastPrice,In_Reduced,datadate,prcc_f,mkvalt,bkvlps,epspx,at,ni,roe,dte,btm,etm
10514,KASPIEN HOLDINGS INC,1986-07-24,12421,5961,"Catalog, Mail-Order Houses",0.610000014305115,1,2017-01-31,2.75,99.31625,5.4807,0.1,307.81,3.211,0.016222415326166,0.555098617735025,8.98475388765912,0.163934422385081
11394,THERMOGENESIS HOLDINGS INC,1987-06-05,13794,3821,"Lab Apparatus and Furniture",0.275000005960464,0,2017-06-30,3.17,31.43372,3.1098,-3.27,46.932,-29.095,-0.943509420501346,0.521937931705419,11.3083633912615,-11.8909088331806
23887,CITIZENS COMMUN  -SER B OLD,1972-12-14,3078,4931,"Electric and Other Serv Comb",2.3199999332428,1,1999-12-31,14.1875,3718.20325,7.3259,0.45,5763.981,144.486,0.0752556727180868,1.99638737769768,3.15771560810356,0.19396552282267
26607,BIGLARI HOLDINGS INC,1972-12-14,3424,5812,"Eating Places",113.690002441406,1,2017-12-31,414.4,497.6944,475.7102,40.8,1063.584,50.071,0.0876396745827266,0.86159964153691,4.18427469244865,0.358870605364158
45728,INVACARE CORP,1984-05-11,6158,3842,"Ortho,Prosth,Surg Appl,Suply",4.09999990463257,1,2017-12-31,16.85,553.30345,12.8908,-2.34,1066.033,-76.541,-0.180822312624323,1.51842218410844,3.14409763410842,-0.570731720592492
46834,GEE GROUP INC,1968-09-19,5050,7361,"Employment Agencies",0.649999976158142,0,2017-09-30,2.95,29.14305,2.4897,-0.25,141.815,-2.372,-0.0444228032062327,1.65591055509776,3.83030783280255,-0.384615398722993
52396,SUPERIOR INDUSTRIES INTL,1971-05-04,10195,3714,"Motor Vehicle Part,Accessory",4.59000015258789,1,2017-12-31,14.85,370.01745,15.8037,-1.01,1551.252,-6.203,-0.0115195905466188,1.78436656180243,3.44307178096491,-0.22004356566972
59089,BRISTOW GROUP INC,1972-12-14,8092,4522,"Air Transport, Nonscheduled",2.08999991416931,1,2017-03-31,15.21,535.60494,36.6106,-4.87,3113.847,-170.536,-0.132279765778498,1.40608063716688,17.5170342122005,-2.3301436363626
64020,LUBYS INC,1973-01-31,6831,5812,"Eating Places",1.17999994754791,1,2017-08-31,2.65,77.1786,4.9462,-0.77,226.457,-23.262,-0.161483353233555,0.57205037069947,4.19169510157896,-0.652542401887468
65285,HOVNANIAN ENTRPRS INC  -CL A,1983-09-16,5750,1531,"Operative Builders",0.700900018215179,0,2008-10-31,4.29,329.25321,2.479,-16.04,3637.322,-1124.59,-3.40512438534021,9.93508829300196,3.53688106088612,-22.8848617251365
67838,CSS INDUSTRIES INC,1985-09-30,2556,2670,"Convrt Papr,Paprbrd,Ex Boxes",8.93000030517578,1,2017-03-31,25.92,235.53504,32.3709,3.14,339.194,28.504,0.0969016229594022,0.153117074729563,3.62496068239079,0.351623728185101
75033,VOXX INTERNATIONAL CORP,1987-05-29,13354,3651,"Household Audio and Video Eq",3.95000004768372,1,2017-02-28,4.95,119.592,16.1426,0.18,668.486,4.422,0.0113383161754336,0.710685760438969,4.08673412788084,0.045569619703056
75714,CLEARONE INC,1989-03-03,18549,3663,"Radio, TV Broadcast, Comm Eq",1.20000004768372,1,2017-12-31,8.95,74.45505,6.7997,-1.65,67.877,-14.172,-0.250534764085067,0.199939894284654,5.66641644150349,-1.37499994536241
77202,JANONE INC,1991-11-07,24660,4953,"Refuse Systems",0.504999995231628,1,2017-12-31,1.04,7.15,3.8164,0.88,46.891,0.118,0.00449729400106715,0.78714078816983,7.55722779413005,1.74257427387969
78172,BLACK BOX CORP,1992-12-16,26012,7370,"Cmp Programming, Data Process",1.08000004291534,0,2017-03-31,8.95,133.892,9.4685,-0.47,427.117,-7.051,-0.0497779723118412,2.01531955749776,8.76712928125525,-0.435185167892482
78877,CHESAPEAKE ENERGY CORP,1993-02-05,27786,1311,"Crude Petroleum and Natural Gs",2.15000009536743,1,2014-12-31,19.57,12981.3681,20.8659,1.93,40751,1917,0.113411820386914,1.33384606282908,9.70506933695464,0.897674378786559
79573,UNIVERSAL SECURITY INSTRUMNT,1973-01-23,11027,3669,"Communications Equip, Nec",1.08000004291534,0,2017-03-31,2.95,6.82335,6.153,-0.89,18.387,-2.059,-0.144673974142777,0.291947723440135,5.69722199583498,-0.824074041328317
80274,SIGMATRON INTERNATIONAL INC,1994-02-09,29698,3672,"Printed Circuit Boards",2.4300000667572,1,2017-04-30,5.41,22.70036,14.7455,0.33,151.186,1.39,0.0224657357124386,1.44352857512283,6.06810682918114,0.135802465405024
84275,UNITED NATURAL FOODS INC,1996-11-01,63927,5140,"Groceries and Related Pds-Whsl",10.2600002288818,1,2017-07-31,38.53,1950.46566,33.2251,2.57,2886.563,130.155,0.0773847285336232,0.716229834813882,3.2383137679151,0.250487323846785
84302,AULT GLOBAL HOLDINGS INC,1996-12-17,64163,3679,"Electronic Components, Nec",0.110100001096725,1,2017-12-31,3.21,97.01262,0.5959,-0.88,30.51,-10.616,-0.589483036259648,0.650785718251985,5.41235235298944,-7.99273379867547
85757,AEROCENTURY CORP,1998-01-16,66301,7359,"Equip Rental and Leasing, Nec",9.09099960327148,1,2017-12-31,15.24,21.59508,33.4277,5.1,236.41,7.399,0.15620579728503,3.99102750860304,3.67701039036133,0.560994414537728
86113,AVALON HOLDINGS CORP,1998-06-23,110802,4955,"Hazardous Waste Management",2.6800000667572,0,2017-12-31,2,7.606,10.1094,-0.08,65.378,-0.307,-0.00798522603131665,0.645216667533684,3.77216408514212,-0.0298507455250925
86165,ACCESSITY CORP,1998-06-11,163595,2860,"Industrial Organic Chemicals",0.805999994277954,0,2017-12-31,4.55,200.1363,8.1031,-0.85,720.296,-34.964,-0.0980925207398741,0.944329885338024,10.0534740167822,-1.05459057820647
87121,SALEM MEDIA GROUP INC,1999-07-01,121817,4832,"Radio Broadcasting Stations",2.09999990463257,0,2017-12-31,4.5,117.756,8.8383,0.94,572.819,24.644,0.106554364604096,1.47672312036008,4.2087144768449,0.4476190679468
88284,COMMUNITY HEALTH SYSTEMS INC,2000-06-09,23714,8062,"Gen Med and Surgical Hospitals",2.86999988555908,1,2016-12-31,5.59,636.57243,14.182,-15.41,21944,-1721,-1.0656346749226,12.174613003096,4.94146361167444,-5.36933819319582
