permno,full_name,Beg_Dat,gvkey,sic,industry,LastPrice,In_Reduced,datadate,filedate,prcc_f,mkvalt,bkvlps,epspx,at,ni,roe,dte,btm,etm
12358,BIMI INTERNATIONAL MEDCL INC,2010-10-04,152109,5122,"Drugs and Proprietary-Whsl",0.509999990463257,1,2020-12-31,2021-04-01,1.67,22.13585,1.2607,-0.36,33.202,-1.997,-0.119509275882705,0.976002393776182,2.47196083053815,-0.705882366140821
26607,BIGLARI HOLDINGS INC,1972-12-14,3424,5812,"Eating Places",142.570007324219,1,2020-12-31,2021-03-01,111.2,69.0552,909.5459,-110.05,1017.968,-37.989,-0.0672576430346937,0.802261927524839,6.37964405747415,-0.771901482404605
34666,CALADRIUS BIOSCIENCES INC,1981-04-09,4632,2836,"Biological Pds, Ex Diagnstics",0.841600000858307,1,2020-12-31,2021-02-25,1.43,27.71054,1.677,-0.53,36.002,-8.15,-0.250800098473658,0.115706548498277,1.99263307781572,-0.629752851068772
47379,KELLY SERVICES INC  -CL A,1972-12-14,6379,7363,"Help Supply Services",16.7700004577637,1,2020-12-31,2021-02-18,20.57,808.401,30.6107,-1.83,2561.9,-72,-0.0598503740648379,1.12959268495428,1.82532493526729,-0.109123431726133
50550,TUTOR PERINI CORP,1970-05-12,8486,1540,"Gen Bldg Contractors-Nonres",12.3699998855591,1,2020-12-31,2021-02-24,12.95,658.20965,30.5715,2.14,5045.617,108.394,0.0697580728201326,2.25418056756868,2.47142281995407,0.172999193193063
50606,TIDEWATER INC,1970-05-19,10565,4400,"Water Transportation",10.710000038147,1,2020-12-31,2021-03-05,8.64,351.6912,20.1969,-4.86,1251.177,-196.242,-0.238703830972552,0.520492875084386,1.88579831261087,-0.453781510988758
56822,NATIONAL WESTERN LIFE GROUP,1972-12-14,17073,6311,"Life Insurance",214.440002441406,1,2020-12-31,2021-03-16,206.44,750.61584,698.5011,25.39,14648.27,92.312,0.0363468845358795,4.76760311054238,3.25732648781731,0.118401416297958
63773,TELEPHONE & DATA SYSTEMS INC,1981-12-15,10411,4812,"Radiotelephone Communication",20.1499996185303,1,2020-12-31,2021-02-18,18.57,2116.98,42.1404,1.97,12525,226,0.0470441298917569,1.44088259783514,2.09133502718516,0.0977667512305237
65752,TEAM INC,1980-10-07,10353,8734,"Testing Laboratories",1.0900000333786,0,2020-12-31,2021-03-12,10.9,336.5266,6.9509,-7.74,730.975,-237.203,-1.10531073656939,2.40617325946049,6.37697228178495,-7.10091721374434
77973,UNICO AMERICAN CORP,1978-01-26,10832,6331,"Fire, Marine, Casualty Ins",3.44000005722046,1,2020-12-31,2021-03-31,4.55,24.13775,6.6038,-4.05,131.901,-21.491,-0.613450175548768,2.76505009562413,1.91970927039342,-1.17732556181189
79210,REINSURANCE GROUP AMER INC,1993-05-04,28216,6311,"Life Insurance",109.48999786377,1,2020-12-31,2021-02-26,115.9,7876.2163,211.1924,6.35,84656,415,0.0289158305462653,4.89855072463768,1.92887390739354,0.0579961651647927
81184,UNVL STAINLESS & ALLOY PRODS,1994-12-14,31170,3312,"Steel Works and Blast Furnaces",7.94000005722046,1,2020-12-31,2021-02-17,7.48,66.45232,25.403,-2.16,303.046,-19.047,-0.0843982630272953,0.342812832328961,3.19937025402148,-0.272040300306515
84185,ANDEAN DEVELOPMENT CORP,1996-11-13,165728,2300,"Apparel and Other Finished Pds",2.47000002861023,0,2020-12-31,2021-03-30,3.03,44.87127,9.0789,0.22,331.726,3.28,0.0243958675780407,1.46729986835157,3.67566797361874,0.089068824879239
84737,GULF ISLAND FABRICATION INC,1997-04-04,64568,3730,"Ship and Boat Bldg and Repairing",4.01000022888184,1,2020-12-31,2021-03-30,3.06,46.99854,8.2272,-1.79,231.343,-27.375,-0.216639496051028,0.830795650591159,2.05167070583786,-0.446384014421647
85168,HELIX ENERGY SOLUTIONS GROUP,1997-07-01,65006,1389,"Oil and Gas Field Services,Nec",3.11999988555908,0,2020-12-31,2021-02-25,4.2,631.4322,11.577,0.13,2498.278,22.174,0.012740046515476,0.433167901563692,3.71057705918008,0.041666668194991
85293,NUVELO INC,1997-08-08,182309,2836,"Biological Pds, Ex Diagnstics",2.15000009536743,0,2020-12-31,2021-03-18,4.01,38.28748,4.8723,-2.07,50.429,-9.738,-0.209324821048559,0.084005072977795,2.26618594599054,-0.962790654967967
86435,FEDNAT HOLDING COMPANY,1998-11-05,115766,6331,"Fire, Marine, Casualty Ins",1.4099999666214,0,2020-12-31,2021-03-29,5.92,81.21056,11.5294,-5.64,1428.537,-78.158,-0.494170460293374,8.03222685887709,8.17687962619347,-4.00000009469107
87589,BEASLEY BROADCAST GROUP INC,2000-02-11,129823,4832,"Radio Broadcasting Stations",1.89999997615814,1,2020-12-31,2021-02-19,1.49,43.7166,9.125,-0.63,738.614,-17.766,-0.0663586414519268,1.76116715908369,4.80263163921246,-0.331578951529189
89252,ALERISLIFE INC,2002-01-02,146500,8051,"Skilled Nursing Care Fac",2.95000004768372,0,2020-12-31,2021-02-25,6.9,218.5851,6.6458,-0.24,454.206,-7.589,-0.0360467767370281,1.15742024965326,2.25281352290762,-0.0813559308883548
89546,NATURAL GAS SERVICES GROUP,2002-10-22,150562,7359,"Equip Rental and Leasing, Nec",10.4700002670288,1,2020-12-31,2021-03-31,9.48,125.68584,18.973,0.14,306.801,1.808,0.00718760932480997,0.219671309989505,1.81212984872103,0.0133715373858084
89942,GLOBAL INDEMNITY GROUP LLC,2003-12-16,156384,6351,"Surety Insurance",25.1299991607666,1,2020-12-31,2021-03-12,28.59,411.61023,49.6162,-1.48,1904.908,-21.006,-0.029243071371693,1.65187853948914,1.97438128360393,-0.0588937544538641
90077,SUNSET FINANCIAL RES INC,2004-03-17,175674,6211,"Security Brokers and Dealers",14.8100004196167,1,2020-12-31,2021-03-05,16.335,21.66021,33.0935,12.56,6149.379,14.205,0.323509986563119,137.738094695848,2.23453741136737,0.848075600549177
91678,CARROLS RESTAURANT GROUP INC,2006-12-15,176249,5812,"Eating Places",2.96000003814697,1,2020-12-31,2021-03-11,6.28,310.16292,5.4978,-0.58,1757.085,-29.463,-0.108506548031171,5.47100525904866,1.85736484092809,-0.195945943420695
92809,FIRST SAVINGS FINANCIAL GP,2008-10-07,180958,6020,"Commercial Banks",26.3999996185303,1,2020-09-30,2020-12-17,54.34,129.0575,66.2198,14.15,1764.625,33.354,0.212078437356936,10.2183478305102,2.50832579382009,0.535984856229621
93302,CHINA RECYCLING ENERGY CORP,2010-03-22,145407,3620,"Electrical Indl Apparatus",5.51999998092651,1,2020-12-31,2021-04-15,5.09,16.17093,29.0066,1.58,137.138,4.051,0.0439590251101417,0.488139418798967,5.25481885873691,0.286231885047
