permno,full_name,Beg_Dat,gvkey,sic,industry,LastPrice,In_Reduced,datadate,prcc_f,mkvalt,bkvlps,epspx,at,ni,roe,dte,btm,etm
26201,COMTECH TELECOMMUN,1972-12-14,3358,3663,"Radio, TV Broadcast, Comm Eq",11.8500003814697,1,2015-07-31,28.81,464.76292,24.8828,1.43,473.877,23.245,0.0579085172479939,0.180534068742853,2.09981427839531,0.120675101600515
27422,CLEVELAND-CLIFFS INC,1960-07-27,3107,3310,"Steel Wrk, RollandFinish Mill",8.40999984741211,1,2013-12-31,26.21,4013.43246,34.8615,2.39,13121.9,413.5,0.0681275228602027,1.02769585633083,4.14524383264138,0.284185498616322
32548,SORL AUTO PARTS INC,1983-08-23,4341,3714,"Motor Vehicle Part,Accessory",3.03999996185303,1,2015-12-31,2.53,48.84165,10.3685,0.69,320.554,13.308,0.0664858140615398,0.490250445886602,3.41069083227221,0.226973687058671
49488,LSB INDUSTRIES INC,1969-11-04,6528,2810,"Indl Inorganic Chemicals",8.42000007629395,0,2015-12-31,7.25,169.621,16.3945,-1.67,1361.827,-34.765,-0.0580527409109429,1.27406270664538,1.94709024364,-0.198337290364378
55213,RUBY TUESDAY INC,1972-12-14,7566,5812,"Eating Places",3.23000001907349,1,2015-05-31,6.24,387.49152,7.4976,-0.05,929.391,-3.194,-0.00686021611613826,0.996187575577287,2.32123837638572,-0.0154798760695804
59089,BRISTOW GROUP INC,1972-12-14,8092,4522,"Air Transport, Nonscheduled",20.4799995422363,1,2015-03-31,54.45,1896.9291,46.2578,2.4,3230.72,84.3,0.0523105371913647,0.983978579362469,2.25868169111047,0.117187502619345
75033,VOXX INTERNATIONAL CORP,1987-05-29,13354,3651,"Household Audio and Video Eq",4.69999980926514,1,2015-02-28,8.6,207.561,16.4135,-0.04,677.513,-0.942,-0.00237794719038724,0.710286767304488,3.49223418427464,-0.0085106386432501
75175,MBIA INC,1987-07-01,13561,6351,"Surety Insurance",10.6999998092651,1,2015-12-31,6.48,981.9144,24.609,1.06,14855,180,0.0482703137570394,2.98042370608742,2.2999065830535,0.0990654223266573
78451,OPPENHEIMER HOLDINGS INC,1982-11-01,13453,6211,"Security Brokers and Dealers",18.6000003814697,1,2015-12-31,17.38,231.81444,38.8408,0.14,2692.964,1.962,0.00378722073590216,4.18463183658973,2.08821501093598,0.00752688156606036
79444,TALOS ENERGY INC,1993-07-09,28564,1311,"Crude Petroleum and Natural Gs",7.15000009536743,1,2014-12-31,16.88,926.17184,20.0773,-3.6,3018.611,-189.543,-0.172061078265037,1.74019860149255,2.80801394856041,-0.503496496780816
80274,SIGMATRON INTERNATIONAL INC,1994-02-09,29698,3672,"Printed Circuit Boards",4.73000001907349,1,2015-04-30,8.0513,32.8170988,13.907,0.22,140.059,0.903,0.0159301402487431,1.47083002557996,2.9401691213363,0.0465116277194209
81225,SCHMITT INDUSTRIES INC/OR,1995-01-30,26520,3823,"Industrial Measurement Instr",1.62999999523163,1,2015-05-31,2.74,8.20904,3.1672,-0.03,11.104,-0.094,-0.00990620718726947,0.170197070291917,1.94306749034679,-0.0184049080293015
81588,TAITRON COMPONENTS  -CL A,1995-04-19,31738,5065,"Electronic Parts,Eq-Whsl,Nec",1.20000004768372,1,2015-12-31,0.9785,5.4120835,2.7304,-0.11,18.049,-0.587,-0.0388690239703351,0.188253211495166,2.27533324291971,-0.0916666630241604
82768,BLONDER TONGUE LABS INC,1995-12-14,61712,3663,"Radio, TV Broadcast, Comm Eq",0.469900012016296,1,2015-12-31,0.4,2.7064,1.0891,-1.05,16.23,-6.771,-0.918849233274528,1.20246980594382,2.31772711672591,-2.23451792540832
83565,MEDALLION FINANCIAL CORP,1996-05-23,62919,6159,"Misc Business Credit Instn",3.01999998092651,1,2015-12-31,7.04,171.40288,11.4219,1.21,689.05,29.376,0.105635626132735,1.47781277868876,3.78208611660185,0.400662254186102
83883,OPTION CARE HEALTH INC,1996-08-15,63490,8082,"Home Health Care Services",1.03999996185303,1,2014-12-31,6.99,479.77263,3.1587,-2.09,824.713,-147.468,-0.68018726505385,2.8039390235465,3.03721164986579,-2.00961545832764
