permno,full_name,Beg_Dat,gvkey,sic,industry,LastPrice,In_Reduced,datadate,filedate,prcc_f,mkvalt,bkvlps,epspx,at,ni,roe,dte,btm,etm
10363,AMAG PHARMACEUTICALS INC,1986-06-11,12250,2834,"Pharmaceutical Preparations",13.25,1,2016-12-31,2017-02-14,34.8,1194.8928,27.2131,-0.07,2478.426,-2.483,-0.00265735148851281,1.6524563110225,2.05381886792453,-0.00528301886792453
10395,NAVIGATORS GROUP INC,1986-06-19,17074,6331,"Fire, Marine, Casualty Ins",48.7000007629395,1,2016-12-31,2017-02-16,117.75,1714.6755,80.9084,5.7,4814.037,82.726,0.0702146007258604,3.08596675572999,1.66136342366489,0.117043119316287
11208,OFG BANCORP,1987-03-26,16981,6020,"Commercial Banks",9.39999961853027,1,2016-12-31,2017-01-31,13.1,575.2865,16.9512,1.03,6501.824,59.186,0.0643038816354868,6.06404421503002,1.80331922211827,0.109574472531845
25452,COMMUNICATIONS SYSTEMS INC,1981-11-18,3275,3661,"Tele and Telegraph Apparatus",3.55999994277954,1,2016-12-31,2017-03-07,4.63,41.10051,6.943,-0.92,73.177,-8.114,-0.131650252299904,0.187302256907825,1.95028093022359,-0.258426970445874
30840,CONTINENTAL MATERIALS CORP,1962-07-02,3465,3585,"Air-Cond, Heating, Refrig Eq",19,1,2016-12-31,2017-03-31,23.95,40.02045,31.2412,2.21,78.008,3.686,0.070607616274615,0.494291625162823,1.64427368421053,0.116315789473684
59089,BRISTOW GROUP INC,1972-12-14,8092,4522,"Air Transport, Nonscheduled",13.4700002670288,1,2017-03-31,2017-05-23,15.21,535.60494,36.6106,-4.87,3113.847,-170.536,-0.132279765778498,1.40608063716688,2.71793610053696,-0.361544165067357
75069,INCOME OPPORTUNITY RLTY INVS,1987-05-20,12956,6162,"Mortgage Bankers and Loan Corr",11.25,1,2016-12-31,2017-04-03,7.3,30.4264,20.7243,0.5,86.402,2.081,0.0240915037219695,0.000266268421722872,1.84216,0.0444444444444444
76215,ICONIX BRAND GROUP INC,1990-01-22,20204,6794,"Patent Owners and Lessors",1.28999996185303,1,2016-12-31,2017-02-22,9.34,532.72558,6.5809,-4.82,2005.515,-252.134,-0.671725016184765,3.87406521327923,5.10147301907422,-3.73643421901833
76869,ADDVANTAGE TECHNOLOGIES GP,1991-08-27,24428,5065,"Electronic Parts,Eq-Whsl,Nec",1.47000002861023,1,2016-09-30,2016-12-13,1.75,17.7345,4.1075,0.03,50.268,0.294,0.00706306306306306,0.20763963963964,2.79421763269169,0.0204081628681073
77699,FUELCELL ENERGY INC,1992-06-25,25430,3690,"Misc Elec Machy,Eq,Supplies",1.70000004768372,1,2016-10-31,2017-01-12,3.35,117.8329,3.1339,-1.82,342.137,-50.957,-0.292431120267657,0.963449696705365,1.84347053652733,-1.07058820526492
79022,VICAL INC,1993-03-10,27920,2836,"Biological Pds, Ex Diagnstics",1.83000004291534,1,2016-12-31,2017-03-09,2.3,25.4196,4.0842,-0.9,52.284,-8.973,-0.198785972219145,0.15828884113516,2.23180322635049,-0.491803267155243
79573,UNIVERSAL SECURITY INSTRUMNT,1973-01-23,11027,3669,"Communications Equip, Nec",1.70000004768372,1,2017-03-31,2017-07-14,2.95,6.82335,6.153,-0.89,18.387,-2.059,-0.144673974142777,0.291947723440135,3.61941166318411,-0.5235293970801
81165,MIND TECHNOLOGY INC,1994-12-19,31214,3829,"Meas and Controlling Dev, Nec",3.17000007629395,1,2017-01-31,2017-04-05,4.855,58.69695,5.9849,-2.79,94.714,-33.153,-0.409640191765927,0.170291108584985,1.88798102711624,-0.88012616178287
85293,NUVELO INC,1997-08-08,182309,2836,"Biological Pds, Ex Diagnstics",1.35000002384186,1,2016-12-31,2017-03-21,2.85,25.8837,2.4437,-1.81,24.629,-16.444,-0.740920969631432,0.109714337208254,1.81014811617978,-1.34074071706241
86165,ACCESSITY CORP,1998-06-11,163595,2860,"Industrial Organic Chemicals",4.55000019073486,0,2016-12-31,2017-03-01,9.5,411.464,8.9553,0,708.238,1.419,0.00365825362860605,0.747575343525226,1.96819771969145,0
86866,TUESDAY MORNING CORP,1999-04-22,11944,5331,"Variety Stores",2.75,0,2016-06-30,2016-08-19,7.02,312.81822,5.1005,0.08,361.97,3.713,0.0163365334694344,0.592603021796711,1.85472727272727,0.0290909090909091
88871,CONTANGO OIL & GAS CO,2001-01-18,22053,1311,"Crude Petroleum and Natural Gs",4.71000003814697,1,2016-12-31,2017-03-15,9.34,235.73226,9.3667,-2.71,376.514,-58.029,-0.245464351430807,0.592665129756139,1.98868363569804,-0.575371545233826
89973,UNIVERSAL TECHNICAL INST,2003-12-17,156633,8200,"Educational Services",2.40000009536743,1,2016-09-30,2016-11-29,1.78,43.83072,5.548,-2.02,297.159,-47.696,-0.349129664602457,1.17517238350389,2.31166657480929,-0.84166663322184
90162,GENWORTH FINANCIAL INC,2004-05-25,158354,6311,"Life Insurance",3.10999989509583,1,2016-12-31,2017-02-07,3.81,1898.904,25.3692,-0.5,104658,-277,-0.0219076241695666,7.1331066118317,8.15729931052563,-0.160771709603094
91366,SYNCHRONOSS TECHNOLOGIES,2006-06-15,166593,7370,"Cmp Programming, Data Process",8.9399995803833,1,2016-12-31,2017-02-08,38.3,1735.8709,14.4985,-1.26,1164.729,19.588,0.0298090897331517,0.696617791406375,1.62175622824564,-0.140939603930717
