permno,full_name,Beg_Dat,gvkey,sic,industry,LastPrice,In_Reduced,datadate,prcc_f,mkvalt,bkvlps,epspx,at,ni,roe,dte,btm,etm
10484,WESTON (ROY F)  -SER A,1986-07-17,12805,4955,"Hazardous Waste Management",4,0,1996-12-31,3.5,33.8135,6.8409,-1.74,141.472,-16.655,-0.252004841882282,1.14059615675594,1.710225,-0.435
13152,AMERICAN INDTY FINL CORP,1977-04-01,16647,6331,"Fire, Marine, Casualty Ins",13.25,0,1996-12-31,10.25,20.008,21.3212,1,144.9,1.948,0.0468055455441025,2.48158293087292,1.60914716981132,0.0754716981132075
14154,READING ENTERTAINMENT,1925-12-31,8975,7830,"Motion Picture Theaters",13,0,1996-12-31,10.25,76.35225,20.9361,1.11,181.754,7.003,0.0429753181879549,0.102507456091903,1.61046923076923,0.0853846153846154
19895,MEAD CORP,1935-12-20,7180,2621,"Paper Mills",27.9375,0,1996-12-31,58.125,3030.405,43.0873,3.57,4985.9,195.3,0.0869391025641026,1.21950676638177,1.54227472035794,0.127785234899329
24193,COAST DISTRIBUTION SYSTEMS,1983-12-13,3129,5013,"Motor Veh Suply,New Pts-Whsl",3.0625,1,1996-12-31,3.625,18.889875,7.5705,-0.03,88.442,-0.141,-0.00357414448669201,1.22988593155894,2.472,-0.00979591836734694
28717,DATAFLEX CORP,1981-12-10,3772,5045,"Computers and Software-Whsl",3.5,1,1996-03-31,3.5,19.159,5.818,-1.22,170.313,-6.335,-0.198913589550364,4.34768274302939,1.66228571428571,-0.348571428571429
33937,MAINE & MARITIMES CORP,1962-07-02,6963,4911,"Electric Services",11.875,1,1996-12-31,18.125,29.308125,23.5572,1.31,116.714,2.111,0.0554184605691484,2.06400294024992,1.98376421052632,0.110315789473684
37399,TODD SHIPYARDS CORP,1962-07-02,10597,3730,"Ship and Boat Bldg and Repairing",4.3125,1,1996-03-31,7.375,73.08625,6.7992,0.42,117.38,4.132,0.0613238349658652,0.742059958444642,1.57662608695652,0.0973913043478261
38033,WEYCO GROUP INC,1962-07-02,11455,5130,"Apparel, Piece Gds, Notns-Whsl",24,1,1996-12-31,40.24999523,63.87674243001,37.2426,4.97,73.077,8.072,0.136572820790471,0.236413779101245,1.551775,0.207083333333333
38746,AMREP CORP,1962-12-12,1618,6552,"Subdivide, Dev, Ex Cemetery",5.625,1,1996-04-30,4.875,35.923875,9.3028,0.38,181.796,2.785,0.0406260940599837,1.65194305053098,1.65383111111111,0.0675555555555556
42112,PS GROUP HOLDINGS INC,1965-06-21,8248,7359,"Equip Rental and Leasing, Nec",11.5,1,1996-12-31,13.5,81.918,20.3677,1.58,298.689,9.61,0.0777564709404407,1.41675364711023,1.77110434782609,0.137391304347826
43028,SAUCONY INC  -CL B,1982-11-05,5802,3021,"Rubber and Plastics Footwear",3.875,1,1996-12-31,5.125,31.964625,8.0293,0.24,71.592,1.494,0.0298328640747619,0.419836658080233,2.07207741935484,0.0619354838709677
44206,EVERSOURCE ENERGY,1967-02-20,7970,4931,"Electric and Other Serv Comb",11.75,1,1996-12-31,13.125,1685.8275,17.534,0.01,10741.699,35.607,0.013240076078287,2.99420228420781,1.49225531914894,0.000851063829787234
44776,INTERFACE SYSTEMS INC,1983-04-11,6035,7373,"Cmp Integrated Sys Design",2.75,1,1996-09-30,5.625,25.515,4.6854,-0.44,38.879,-1.963,-0.0923634310450289,0.829341739989649,1.70378181818182,-0.16
49584,ALBA-WALDENSIAN INC,1969-11-25,1235,2250,"Knitting Mills",4.625,1,1996-12-31,5.875,10.968625,14.8838,0.17,45.199,0.32,0.0115157621995106,0.626565423923996,3.21811891891892,0.0367567567567568
60055,OSHMANS SPORTING GOODS,1972-12-14,8194,5940,"Misc Shopping Goods Stores",4.8125,1,1996-01-31,9.875,57.462625,10.8558,0.32,162.923,1.942,0.0307424410321355,1.57911983536489,2.25575064935065,0.0664935064935065
68398,ECC INTERNATIONAL CP,1980-02-21,4223,3690,"Misc Elec Machy,Eq,Supplies",3.1875,1,1996-06-30,9.125,71.476125,6.7503,0.36,95.397,2.878,0.0544302600472813,0.804198581560284,2.11774117647059,0.112941176470588
72486,STANDARD MICROSYSTEMS CORP,1972-12-14,9999,3674,"Semiconductor,Related Device",8.5,0,1996-02-29,15.625,214.234375,14.1129,0.86,260.659,11.601,0.0599528687041994,0.288270922264369,1.66034117647059,0.101176470588235
74406,TRC COS INC,1978-07-12,10297,8711,"Engineering Services",3.875,1,1996-06-30,5.875,41.236625,6.3753,-0.19,64.235,-1.315,-0.0293867882363458,0.43548315008492,1.64523870967742,-0.0490322580645161
87127,CYPRUS AMAX MINERALS CO,1985-05-30,11993,1000,"Metal Mining",15.125,1,1996-12-31,23.5,2191.2105,22.8091,0.62,6786,77,0.0326271186440678,1.80889830508475,1.50803966942149,0.0409917355371901
91687,SANDS REGENT,1985-01-31,9397,7990,"Misc Amusement and Rec Service",1.75,1,1996-06-30,5,22.495,7.383,0.45,64.311,2.042,0.0614763969171484,0.936145231213873,4.21885714285714,0.257142857142857
