permno,full_name,Beg_Dat,gvkey,sic,industry,LastPrice,In_Reduced,datadate,prcc_f,mkvalt,bkvlps,epspx,at,ni,roe,dte,btm,etm
11593,SECURITY NATL FINL CP  -CL A,1987-08-12,17180,6162,"Mortgage Bankers and Loan Corr",3.30999994277954,1,2004-12-31,3.31,20.1248,6.8528,0.35,316.474,2.122,0.0509300372014881,6.50416416656666,2.07033236207413,0.105740183096828
11622,PROVENA FOODS INC,1987-08-20,13798,2013,"Sausage,Oth Prepared Meat Pd",0.899999976158142,1,2004-12-31,0.9,3.0978,2.4683,-0.38,26.35,-1.23,-0.144774011299435,2.10145951035782,2.74255562820847,-0.422222233407292
13507,AMERICAN NATIONAL GROUP INC,1972-12-14,1526,6311,"Life Insurance",104.160003662109,1,2004-12-31,104.16,2758.1568,124.4622,9.65,16570.827,255.593,0.0775521139598235,4.02911833939264,1.19491355245868,0.0926459260821862
17523,SPARTON CORP,1929-03-28,9922,3679,"Electronic Components, Nec",9.01000022888184,1,2004-06-30,8.85,73.9152,10.6401,-0.24,114.419,-2.043,-0.0229896698399838,0.287545292912925,1.1809211686691,-0.0266370692456447
18438,STARRETT (L.S.) CO  -CL A,1929-10-17,10030,3420,"Cutlery, Handtools,Gen Hrdwr",20.6000003814697,0,2004-06-30,16.15,107.34905,24.4145,-0.35,218.924,-2.352,-0.0144932001503546,0.349026084063026,1.18516988096571,-0.0169902909475106
26606,AQUILA INC,1958-09-29,11056,4931,"Electric and Other Serv Comb",3.69000005722046,1,2004-12-31,3.69,892.0206,4.6765,-1.35,4777.3,-292.5,-0.258735072976559,3.22582927908005,1.26734415378916,-0.365853652863329
38295,SPECTRUM BRND HLDG INC,1962-07-02,11670,3634,"Electric Housewares and Fans",59.9000015258789,1,2004-12-31,59.9,143.2808,77.8905,1.56,362.489,3.733,0.0200360681430274,0.518828429425593,1.30034220393715,0.0260434050127031
46042,ISRAMCO INC,1983-08-16,6194,1311,"Crude Petroleum and Natural Gs",5.23999977111816,1,2004-12-31,5.24,13.8336,11.5591,0,41.358,-0.02,-0.000655393891728929,0.355289028706253,2.20593521085849,0
47571,KEWAUNEE SCIENTIFIC CORP,1972-12-14,6410,3821,"Lab Apparatus and Furniture",9.10000038146973,1,2004-04-30,10.66,26.52208,10.7681,0.59,50.461,1.462,0.0545705647418909,0.883505654884103,1.18330764270373,0.064835162117291
47626,CNA FINANCIAL CORP,1969-02-03,2558,6331,"Fire, Marine, Casualty Ins",26.75,0,2004-12-31,26.75,6846.7695,32.9278,1.49,62411,446,0.0485944650250599,5.77010241882763,1.23094579439252,0.0557009345794393
47677,CINCINNATI BELL INC,1969-02-06,3036,4813,"Phone Comm Ex Radiotelephone",4.15000009536743,1,2001-12-31,9.5,2071.646,7.1033,-1.36,6312,-286.2,-0.170519542421354,2.50113203050524,1.71163851488324,-0.327710835842665
50243,SERVOTRONICS INC,1970-03-11,9619,3621,"Motors and Generators",4.84999990463257,1,2004-12-31,4.85,10.04435,6.2878,0.36,21.36,0.734,0.0563661495929965,0.640301029027799,1.29645363374009,0.0742268055832618
51693,MARSH SUPERMARKETS  -CL B,1972-12-14,7066,5411,"Grocery Stores",11.298999786377,0,2004-03-31,12.45,98.9526,16.1394,0.38,542.405,3.037,0.0236755121768686,3.228421528579,1.42839192009358,0.0336312954406955
71837,ECOLOGY AND ENVIRONMENT INC,1987-03-09,13128,8711,"Engineering Services",7.84999990463257,1,2004-07-31,9.05,37.05975,9.6173,0.66,62.504,2.401,0.0609653911586217,0.5519640454003,1.22513377284559,0.0840764341424399
75069,INCOME OPPORTUNITY RLTY INVS,1987-05-20,12956,6162,"Mortgage Bankers and Loan Corr",16,1,2004-12-31,16,22.224,31.1663,0.03,90.638,5.428,0.125386925386925,1.09373989373989,1.94789375,0.001875
75188,GREAT AMERN FINL RESOURCES,1987-08-13,13557,6311,"Life Insurance",17.3700008392334,1,2004-12-31,17.37,817.46694,22.7168,2.21,11722,101.8,0.0952202787391264,9.96436254793752,1.30781801395714,0.127230851653634
75905,G-III APPAREL GROUP LTD,1989-12-14,19402,2300,"Apparel and Other Finished Pds",6.90000009536743,1,2004-01-31,9.225,65.525175,9.1894,1.21,80.696,8.376,0.128324549577154,0.236303468562324,1.33179708304202,0.175362316416833
